STATE,PROVINCE,CITY/MUNICIPALITY,BARANGAY,ZIP CODE,REMARK
Mindanao,South Cotabato,General Santos City,Mabuhay,9500,SA
Mindanao,South Cotabato,General Santos City,San Isidro (Lagao 2Nd),9500,SA
Mindanao,South Cotabato,General Santos City,San Jose,9500,SA
Mindanao,Surigao Del Norte,Surigao City,Anomar,8400,SA
Mindanao,Surigao Del Norte,Surigao City,Balibayon,8400,SA
Mindanao,Surigao Del Norte,Surigao City,Cabongbongan,8400,SA
Mindanao,Surigao Del Norte,Surigao City,Cagniog,8400,SA
Mindanao,Surigao Del Norte,Surigao City,Cagutsan,8400,SA
Mindanao,Surigao Del Norte,Surigao City,Canlanipa,8400,SA
Mindanao,Surigao Del Norte,Surigao City,Capalayan,8400,SA
Mindanao,Surigao Del Norte,Surigao City,Ipil,8400,SA
Mindanao,Surigao Del Norte,Surigao City,Lipata,8400,SA
Mindanao,Surigao Del Norte,Surigao City,Luna,8400,SA
Mindanao,Surigao Del Norte,Surigao City,Mabini,8400,SA
Mindanao,Surigao Del Norte,Surigao City,Mabua,8400,SA
Mindanao,Surigao Del Norte,Surigao City,Mapawa,8400,SA
Mindanao,Surigao Del Norte,Surigao City,Mat-I,8400,SA
Mindanao,Surigao Del Norte,Surigao City,Nabago,8400,SA
Mindanao,Surigao Del Norte,Surigao City,Orok,8400,SA
Mindanao,Surigao Del Norte,Surigao City,Poctoy,8400,SA
Mindanao,Surigao Del Norte,Surigao City,Punta Bilar,8400,SA
Mindanao,Surigao Del Norte,Surigao City,Quezon,8400,SA
Mindanao,Surigao Del Norte,Surigao City,Rizal,8400,SA
Mindanao,Surigao Del Norte,Surigao City,Sabang,8400,SA
Mindanao,Surigao Del Norte,Surigao City,San Juan,8400,SA
Mindanao,Surigao Del Norte,Surigao City,San Roque,8400,SA
Mindanao,Surigao Del Norte,Surigao City,Serna (Bad-Asay),8400,SA
Mindanao,Surigao Del Norte,Surigao City,Silop,8400,SA
Mindanao,Surigao Del Norte,Surigao City,Sukailang,8400,SA
Mindanao,Surigao Del Norte,Surigao City,Taft (Pob.),8400,SA
Mindanao,Surigao Del Norte,Surigao City,Togbongon,8400,SA
Mindanao,Surigao Del Norte,Surigao City,Trinidad,8400,SA
Mindanao,Surigao Del Norte,Surigao City,Washington (Pob.),8400,SA
Mindanao,Zamboanga Del Sur,Zamboanga City,Baliwasan,7000,SA
Mindanao,Zamboanga Del Sur,Zamboanga City,Cabatangan,7000,SA
Mindanao,Zamboanga Del Sur,Zamboanga City,Calarian,7000,SA
Mindanao,Zamboanga Del Sur,Zamboanga City,Camino Nuevo,7000,SA
Mindanao,Zamboanga Del Sur,Zamboanga City,Canelar,7000,SA
Mindanao,Zamboanga Del Sur,Zamboanga City,Guiwan,7000,SA
Mindanao,Zamboanga Del Sur,Zamboanga City,Pasonanca,7000,SA
Mindanao,Zamboanga Del Sur,Zamboanga City,Putik,7000,SA
Mindanao,Zamboanga Del Sur,Zamboanga City,San Jose Cawa-Cawa,7000,SA
Mindanao,Zamboanga Del Sur,Zamboanga City,San Jose Gusu,7000,SA
Mindanao,Zamboanga Del Sur,Zamboanga City,San Roque,7000,SA
Mindanao,Zamboanga Del Sur,Zamboanga City,Santa Barbara,7000,SA
Mindanao,Zamboanga Del Sur,Zamboanga City,Santa Catalina,7000,SA
Mindanao,Zamboanga Del Sur,Zamboanga City,Santa Maria,7000,SA
Mindanao,Zamboanga Del Sur,Zamboanga City,Santo Nino,7000,SA
Mindanao,Zamboanga Del Sur,Zamboanga City,Talon-Talon,7000,SA
Mindanao,Zamboanga Del Sur,Zamboanga City,Tetuan,7000,SA
Mindanao,Zamboanga Del Sur,Zamboanga City,Tugbungan,7000,SA
Mindanao,Zamboanga Del Sur,Zamboanga City,Tumaga,7000,SA
